time,height,Command,TotalDWSQuantity,Metrics,TotalFutureCommitments,TotalGrossFutureCommitments,TotalCommitmentsDueToday,TotalGrossCommitmentsDueToday,TotalBurnsToday,TotalGrossBurnsToday,TotalMonthlyCommitments,TotalGrossMonthlyCommitments,TotalAnnualReward,SaturationPercentAnnual,SaturationPercentMonthly,30dayDWU,90dayDWU,180dayDWU,365dayDWU
1581249706,175083,dwsquote,171,v1.1,24927850.86915039,70776095.33890003,420.827322414117,70520.45809999999,517525.1855412985,2240527.2216,86962.89572860404,5404202.955300007,43200310.7246022,57.70294345,2.41561862,16.0207,18.4542,22.1045,29.6079
1581270816,175136,dwsquote,171,v1.1,24927769.45185884,70756014.18620002,895.4896473067841,155995.6108,451090.3104430053,1951091.6108,86406.81611215776,5298646.649900006,43200310.7246022,57.70275499,2.40017207,16.0208,18.4543,22.1046,29.6080
1581293105,175191,dwsquote,172,v1.1,24929216.33285529,71257461.33890003,895.4896473067841,155995.6108,452537.1914394599,2452538.7635,87853.69710861244,5800093.802600007,43200310.7246022,57.70610423,2.44036292,16.0195,18.4528,22.1029,29.6057
1581314800,175243,dwsquote,172,v1.1,24928877.26697961,71207122.18620002,1072.373217381229,206172.6108,150696.6070306584,1150697.3054,87337.74766285972,5699577.649900006,43200310.7246022,57.70531936,2.42603110,16.0198,18.4532,22.1033,29.6062
1581336270,175296,dwsquote,172,v1.1,24928876.92282443,71207022.03350003,1072.029062199001,206072.4581,1446.880996454676,501447.1527,87337.74766285972,5699577.649900006,43200310.7246022,57.70531856,2.42603110,16.0198,18.4532,22.1033,29.6062
1581357790,175350,dwsquote,174,v1.1,25253530.24624707,72526675.03350006,1162.744376978946,211163.3054,325209.4030390847,1425209.3054,86690.9527316335,5588930.497200006,43200310.7246022,58.45682548,2.40806470,15.7352,18.1253,21.7105,29.0802
1581379449,175400,dwsquote,174,v1.1,25253530.24624707,72526675.03350006,1162.744376978946,211163.3054,325209.4030390847,1425209.3054,86690.9527316335,5588930.497200006,43200310.7246022,58.45682548,2.40806470,15.7352,18.1253,21.7105,29.0802
1581400955,175454,dwsquote,174,v1.1,25253014.29680131,72426158.88080005,1272.758557909259,221273.3054,325209.4030390847,1425209.3054,86064.98910495047,5478304.344500006,43200310.7246022,58.45563116,2.39067695,15.7356,18.1258,21.7112,29.0810
1581421861,175507,dwsquote,174,v1.1,25252367.50187009,72315511.72810005,1806.35680153518,283207.4581,325209.4030390847,1425209.3054,84884.59593009832,5305723.039100006,43200310.7246022,58.45413396,2.35788848,15.7362,18.1265,21.7119,29.0821
1581444324,175561,dwsquote,175,v1.1,25281447.44849035,72444591.88080005,1838.509712567506,293239.6108,29079.94662026563,129080.1527,84852.44301906599,5295690.886400006,43200310.7246022,58.52144817,2.35699535,15.7107,18.0971,21.6768,29.0349
1581465851,175613,dwsquote,175,v1.1,25281447.44849035,72444591.88080005,1838.509712567506,293239.6108,29079.94662026563,129080.1527,84852.44301906599,5295690.886400006,43200310.7246022,58.52144817,2.35699535,15.7107,18.0971,21.6768,29.0349
