height,sanctuary_reward,miner_subsidy,time
163522,1976,1976,1576366756
163521,,1174,1576366488
163520,1294,1294,1576366164
163519,,2027,1576364961
163518,,2065,1576364546
163517,,2004,1576364504
163516,,1841,1576364323
163515,2635,2635,1576364119
163514,,2546,1576363512
163513,2352,2352,1576363404
163512,,1851,1576363295
163511,,1752,1576363010
163510,,1673,1576361563
163509,,1824,1576361189
163508,,2421,1576360856
163507,,2578,1576360485
163506,2572,2572,1576360402
163505,2186,2186,1576360333
163504,2892,2892,1576360239
163503,2748,2748,1576359491
163502,2657,2657,1576359269
163501,1811,1811,1576359136
163500,2212,2212,1576359132
163499,1965,1965,1576357188
163498,2450,2450,1576357115
163497,,2611,1576356641
163496,,2541,1576356510
163495,,2216,1576356129
163494,,2413,1576355972
163493,,2129,1576355398
163492,,1787,1576354549
163491,,1330,1576354141
163490,,982,1576354076
163489,,1012,1576352092
163488,869,869,1576351380
163487,939,939,1576351202
163486,,1232,1576350283
163485,,1406,1576350197
163484,1754,1754,1576350020
163483,,2150,1576349907
163482,2426,2426,1576349880
163481,2182,2182,1576349580
163480,1850,1850,1576349487
163479,869,869,1576349114
163478,1255,1255,1576348337
163477,1415,1415,1576341991
163476,1403,1403,1576341914
163475,1204,1204,1576341667
163474,1634,1634,1576341345
163473,,1679,1576340910
163472,,2203,1576340554
163471,,2168,1576340426
163470,2352,2352,1576340375
163469,,2075,1576339788
163468,,1751,1576339738
163467,874,874,1576339090
163466,1147,1147,1576338409
163465,,1073,1576336668
163464,,1253,1576336437
163463,1427,1427,1576335957
163462,1781,1781,1576335845
163461,,2357,1576335475
163460,2283,2283,1576335339
163459,,2192,1576335277
163458,1997,1997,1576334935
163457,2152,2152,1576334615
163456,2225,2225,1576333841
163455,1943,1943,1576333569
163454,1738,1738,1576333266
163453,1564,1564,1576332735
163452,1489,1489,1576332152
163451,1742,1742,1576331336
163450,2126,2126,1576331167
163449,2044,2044,1576330959
163448,,1736,1576330414
163447,,1197,1576330374
163446,1425,1425,1576329955
163445,,1922,1576328671
163444,,1907,1576328591
163443,,2396,1576328580
163442,,2278,1576328352
163441,,2134,1576328189
163440,,1473,1576327651
163439,,1667,1576327485
163438,,1803,1576326406
163437,,2025,1576325844
163436,,1599,1576325667
163435,1737,1737,1576325516
163434,2570,2570,1576324810
163433,2500,2500,1576324776
163432,2335,2335,1576324475
163431,1399,1399,1576324438
163430,1670,1670,1576324246
163429,2027,2027,1576322632
163428,2077,2077,1576322413
163427,2065,2065,1576322072
163426,2192,2192,1576321924
163425,,2897,1576321630
163424,,2814,1576321292
163423,,2603,1576321253
163422,,1640,1576321194
163421,1724,1724,1576320824
163420,2416,2416,1576319110
163419,,2425,1576318628
163418,,2278,1576318565
163417,,2320,1576318430
163416,,2990,1576318149
163415,,2856,1576317627
163414,,2669,1576317583
163413,,1677,1576317495
163412,2029,2029,1576317406
163411,,2337,1576314056
163410,2469,2469,1576313989
163409,2428,2428,1576313923
163408,2154,2154,1576313429
163407,1782,1782,1576313165
163406,1675,1675,1576312700
163405,1762,1762,1576311728
163404,1769,1769,1576311112
163403,2559,2559,1576310915
163402,2347,2347,1576310767
163401,2083,2083,1576310369
163400,,992,1576310147
163399,1115,1115,1576310074
163398,1651,1651,1576307923
163397,1869,1869,1576307699
163396,1771,1771,1576307355
163395,1198,1198,1576307249
163394,1359,1359,1576307002
163393,,2198,1576306171
163392,,2194,1576305888
163391,,1999,1576305798
163390,,1500,1576305591
163389,,2295,1576305316
163388,,2349,1576304456
163387,,2220,1576304256
163386,1482,1482,1576304208
163385,1665,1665,1576303869
163384,1867,1867,1576302776
163383,2584,2584,1576302364
163382,2463,2463,1576302300
163381,2478,2478,1576302205
163380,1620,1620,1576301825
163379,1752,1752,1576301661
163378,1942,1942,1576300413
163377,2738,2738,1576300113
163376,,2525,1576299836
163375,,2397,1576299824
163374,,2002,1576299523
163373,2008,2008,1576299473
163372,,1655,1576297773
163371,,1250,1576297659
163370,1148,1148,1576297275
163369,,1285,1576296141
163368,,971,1576295540
163367,1171,1171,1576295397
163366,1422,1422,1576294829
163365,,1690,1576294457
163364,,2071,1576294205
163363,,2345,1576294180
163362,2440,2440,1576294072
163361,2317,2317,1576293653
163360,2456,2456,1576293530
163359,3048,3048,1576293240
163358,2931,2931,1576292870
163357,2746,2746,1576292768
163356,2231,2231,1576292669
163355,2348,2348,1576292496
163354,2093,2093,1576290539
163353,,2186,1576290200
163352,,2335,1576289624
163351,,2998,1576289407
163350,2840,2840,1576289235
163349,,2642,1576289191
163348,,2007,1576289014
163347,2169,2169,1576288733
163346,,1955,1576286754
163345,2205,2205,1576286598
163344,,1927,1576285703
163343,1891,1891,1576285674
163342,,2217,1576285174
163341,2208,2208,1576284689
163340,,2114,1576284273
163339,,1572,1576284162
163338,1730,1730,1576283736
163337,2349,2349,1576282792
163336,2517,2517,1576282723
163335,2478,2478,1576282490
163334,2089,2089,1576282347
163333,2182,2182,1576282128
163332,2347,2347,1576281355
163331,2719,2719,1576280860
163330,2809,2809,1576280730
163329,,2977,1576280646
163328,,2843,1576280636
163327,2965,2965,1576280392
163326,,2738,1576279770
163325,2533,2533,1576279665
163324,1874,1874,1576278751
163323,2534,2534,1576278392
163322,2642,2642,1576277169
163321,2575,2575,1576277025
163320,1945,1945,1576276974
163319,1886,1886,1576276840
163318,2380,2380,1576275672
163317,2561,2561,1576275216
163316,2556,2556,1576274974
163315,,2589,1576274890
163314,2309,2309,1576274784
163313,2172,2172,1576273989
163312,1363,1363,1576273537
163311,1665,1665,1576273198
163310,1520,1520,1576271731
163309,1888,1888,1576271592
163308,2071,2071,1576271041
163307,2506,2506,1576270946
163306,2399,2399,1576270745
163305,2269,2269,1576270463
163304,,2049,1576270175
163303,,2743,1576269899
163302,2700,2700,1576269145
163301,,2595,1576269103
163300,,2069,1576269020
163299,2377,2377,1576268716
163298,,2428,1576267501
163297,,2502,1576267324
163296,2234,2234,1576267024
163295,,1979,1576266678
163294,,1931,1576266088
163293,,2711,1576265607
163292,2580,2580,1576265146
163291,,2491,1576265041
163290,1745,1745,1576264883
163289,1893,1893,1576264630
163288,2130,2130,1576263114
163287,2752,2752,1576263031
163286,2661,2661,1576262941
163285,2539,2539,1576262877
163284,2047,2047,1576262528
163283,2193,2193,1576262281
163282,2839,2839,1576261111
163281,,2788,1576261064
163280,,2690,1576261057
163279,,2214,1576261005
163278,2532,2532,1576260928
163277,,2437,1576259432
163276,,2357,1576259288
163275,,2032,1576259090
163274,,2754,1576258485
163273,,2553,1576257977
163272,2599,2599,1576257947
163271,,2197,1576257462
163270,2396,2396,1576257395
163269,,2488,1576256179
163268,,2586,1576256151
163267,,3105,1576255846
163266,3040,3040,1576255797
163265,2911,2911,1576255768
163264,1963,1963,1576255684
163263,2134,2134,1576255585
163262,2856,2856,1576253560
163261,2723,2723,1576253432
163260,2502,2502,1576253227
163259,2112,2112,1576253187
163258,1505,1505,1576252904
163257,,1810,1576251060
163256,,1737,1576250264
163255,2631,2631,1576250166
163254,,2406,1576249714
163253,2121,2121,1576249676
163252,1420,1420,1576249400
163251,1417,1417,1576249111
163250,1382,1382,1576247347
163249,1494,1494,1576246536
163248,1082,1082,1576246183
163247,,1224,1576246099
163246,,2211,1576245235
163245,,2041,1576245218
163244,,1764,1576245093
163243,,869,1576245055
163242,1417,1417,1576244640
163241,1467,1467,1576243109
163240,1788,1788,1576243019
163239,1359,1359,1576242824
163238,1496,1496,1576242770
163237,1991,1991,1576241954
163236,2422,2422,1576241891
163235,2365,2365,1576241650
163234,1987,1987,1576241536
163233,,1693,1576241523
163232,,1180,1576240739
163231,1476,1476,1576239694
163230,,1037,1576238830
163229,1210,1210,1576238721
163228,,1331,1576237821
163227,2118,2118,1576237798
163226,,2219,1576237494
163225,,2131,1576237460
163224,,1272,1576237209
163223,1422,1422,1576237104
163222,,2426,1576236043
163221,2188,2188,1576235700
163220,,1903,1576235552
163219,,869,1576235492
163218,1079,1079,1576235344
163217,1405,1405,1576231870
163216,1686,1686,1576231725
163215,1781,1781,1576231363
163214,2283,2283,1576231340
163213,2563,2563,1576231173
163212,2327,2327,1576230809
163211,1814,1814,1576230657
163210,1336,1336,1576230487
163209,,1901,1576229598
163208,,1930,1576228418
163207,,2088,1576228371
163206,,2282,1576228363
163205,,2012,1576228138
163204,,1689,1576227367
163203,,869,1576227323
163202,982,982,1576226770
163201,,1136,1576223874
163200,,1271,1576223642
163199,,2142,1576223589
163198,,2102,1576223386
163197,,1999,1576223265
163196,,1151,1576223168
163195,,1301,1576223122
163194,2213,2213,1576221611
163193,2154,2154,1576221593
163192,1870,1870,1576221566
163191,1198,1198,1576221295
163190,906,906,1576221061
163189,1691,1691,1576219714
163188,1454,1454,1576219163
163187,1520,1520,1576219031
163186,960,960,1576218684
163185,1089,1089,1576218513
163184,,1261,1576217324
163183,,2140,1576217295
163182,,2070,1576217176
163181,,1835,1576217091
163180,,1451,1576217062
163179,,1483,1576216610
163178,,1215,1576215448
163177,,973,1576215150
163176,,1158,1576214669
163175,1665,1665,1576214044
163174,,1802,1576213689
163173,,2150,1576213654
163172,,1924,1576213495
163171,,1737,1576213217
163170,1297,1297,1576212713
163169,1247,1247,1576212427
163168,1800,1800,1576211286
163167,1477,1477,1576211067
163166,1156,1156,1576210853
163165,869,869,1576210229
163164,869,869,1576210087
163163,869,869,1576207413
163162,869,869,1576207132
163161,,869,1576206888
163160,,1421,1576206375
163159,,1615,1576206330
163158,,1585,1576206327
163157,,1539,1576206311
163156,,1639,1576205892
163155,1787,1787,1576205331
163154,2681,2681,1576205145
163153,,2523,1576205118
163152,,2201,1576204808
163151,,1082,1576204710
163150,2115,2115,1576204595
163149,,1859,1576202698
163148,,1541,1576202486
163147,,869,1576202457
163146,869,869,1576202219
163145,982,982,1576200185
163144,1149,1149,1576199686
163143,1573,1573,1576199675
163142,1993,1993,1576199426
163141,2095,2095,1576199381
163140,1896,1896,1576199132
163139,1971,1971,1576199049
163138,2203,2203,1576198600
163137,2287,2287,1576198028
163136,,1878,1576197833
163135,,1548,1576197620
163134,1800,1800,1576196959
163133,,2625,1576196383
163132,,2412,1576196102
163131,,2049,1576196057
163130,,1077,1576195985
163129,1564,1564,1576195436
163128,1799,1799,1576193595
163127,,1626,1576193380
163126,1169,1169,1576193327
163125,,869,1576192865
163124,869,869,1576192109
163123,,1695,1576191298
163122,1669,1669,1576190994
163121,1393,1393,1576190968
163120,869,869,1576190940
163119,924,924,1576190413
163118,1274,1274,1576189299
163117,1843,1843,1576189019
163116,1860,1860,1576188973
163115,1633,1633,1576188746
163114,1404,1404,1576188496
163113,,1259,1576188216
163112,,1136,1576187288
163111,,1051,1576186694
163110,1304,1304,1576186509
163109,,1779,1576185847
163108,,1423,1576185573
163107,1241,1241,1576185559
163106,,1570,1576185038
163105,1684,1684,1576184668
163104,,1538,1576183972
163103,,1108,1576183906
163102,,2114,1576183759
163101,,1934,1576182908
163100,,1637,1576182752
163099,,869,1576182715
163098,869,869,1576182568
163097,1271,1271,1576180592
163096,1423,1423,1576180414
163095,1760,1760,1576180299
163094,1326,1326,1576180275
163093,1873,1873,1576180091
163092,1746,1746,1576179428
163091,1790,1790,1576179379
163090,1914,1914,1576178760
163089,,1644,1576178713
163088,1717,1717,1576178070
163087,1617,1617,1576177610
163086,,2226,1576177506
163085,,2198,1576176751
163084,,2049,1576176727
163083,,2273,1576176602
163082,,2033,1576176097
163081,,1704,1576175449
163080,,869,1576175203
163079,,1873,1576174792
163078,,1551,1576173459
163077,1332,1332,1576173353
163076,,869,1576173131
163075,909,909,1576173008
163074,869,869,1576171080
163073,991,991,1576171032
163072,869,869,1576170611
163071,1386,1386,1576170566
163070,1440,1440,1576169894
163069,1335,1335,1576169825
163068,1167,1167,1576169568
163067,1522,1522,1576169389
163066,2012,2012,1576168642
163065,,1723,1576168474
163064,,1871,1576168450
163063,,2192,1576167975
163062,,2471,1576167720
163061,,2306,1576167325
163060,,1878,1576167239
163059,,1492,1576166915
163058,1481,1481,1576166173
163057,,1351,1576165164
163056,1093,1093,1576164439
163055,869,869,1576164266
163054,869,869,1576163656
163053,869,869,1576162588
163052,869,869,1576162223
163051,1516,1516,1576161746
163050,1603,1603,1576161691
163049,1644,1644,1576161679
163048,1094,1094,1576161636
163047,1282,1282,1576161440
163046,1078,1078,1576160435
163045,1522,1522,1576160160
163044,1332,1332,1576159658
163043,1444,1444,1576159481
163042,1075,1075,1576159003
163041,1164,1164,1576158793
163040,1267,1267,1576157975
163039,1464,1464,1576157766
163038,1623,1623,1576157312
163037,2161,2161,1576157079
163036,2510,2510,1576157012
163035,2379,2379,1576156980
163034,2148,2148,1576156856
163033,1950,1950,1576156805
163032,2310,2310,1576156010
163031,1980,1980,1576155236
163030,1939,1939,1576155214
163029,1776,1776,1576154684
163028,2207,2207,1576154218
163027,,2016,1576153532
163026,1801,1801,1576153510
163025,1274,1274,1576153029
163024,1382,1382,1576152552
163023,1697,1697,1576151607
163022,2061,2061,1576151262
163021,2340,2340,1576151096
163020,2330,2330,1576150942
163019,2697,2697,1576150865
163018,2605,2605,1576150580
163017,2602,2602,1576150221
163016,,1970,1576149941
163015,2360,2360,1576149709
163014,,2555,1576148602
163013,2681,2681,1576148504
163012,,2477,1576148126
163011,,2141,1576147958
163010,,1097,1576147524
163009,1669,1669,1576146689
163008,,1853,1576145001
163007,,2041,1576144715
163006,,1698,1576144691
163005,,1950,1576144464
163004,,1918,1576143760
163003,2004,2004,1576143605
163002,2131,2131,1576143044
163001,1931,1931,1576142880
163000,1764,1764,1576142463
162999,1577,1577,1576141928
162998,1468,1468,1576141609
162997,1777,1777,1576140718
162996,1424,1424,1576140406
162995,1625,1625,1576140182
162994,1195,1195,1576139516
162993,,1074,1576139347
162992,,869,1576138411
162991,,869,1576138138
162990,869,869,1576136944
162989,1128,1128,1576136667
162988,,1287,1576136406
162987,1474,1474,1576136208
162986,,2179,1576136103
162985,,2320,1576135906
162984,,2113,1576135885
162983,1973,1973,1576135844
162982,,2054,1576135541
162981,2096,2096,1576134691
162980,,1849,1576134283
162979,,1944,1576134198
162978,2050,2050,1576133545
162977,2489,2489,1576133047
162976,2862,2862,1576132999
162975,2725,2725,1576132895
162974,2338,2338,1576132730
162973,1780,1780,1576132605
162972,2659,2659,1576131949
162971,2447,2447,1576130764
162970,2155,2155,1576130684
162969,,1029,1576130659
162968,1606,1606,1576130145
162967,,1693,1576128082
162966,,1908,1576128048
162965,,1785,1576127880
162964,1712,1712,1576127611
162963,,1235,1576127032
162962,,1901,1576126748
162961,,1800,1576126167
162960,,2030,1576125740
162959,,1659,1576125547
162958,,1494,1576125530
162957,,975,1576124397
162956,,869,1576124253
162955,869,869,1576123217
162954,1318,1318,1576122404
162953,1332,1332,1576122227
162952,1742,1742,1576122053
162951,1481,1481,1576121776
162950,1585,1585,1576121688
162949,1736,1736,1576121068
162948,2659,2659,1576120918
162947,2452,2452,1576120746
162946,2165,2165,1576120733
162945,,1000,1576120647
162944,1577,1577,1576120365
162943,,1730,1576118142
162942,,1809,1576117843
162941,,1759,1576117774
162940,1692,1692,1576117704
162939,,1723,1576116838
162938,,1444,1576116624
162937,,2349,1576116363
162936,,2177,1576115751
162935,2085,2085,1576115712
162934,,1359,1576115453
162933,,2331,1576115268
162932,,2071,1576114124
162931,,1895,1576114087
162930,1211,1211,1576113823
162929,1309,1309,1576113558
162928,1119,1119,1576111965
162927,1455,1455,1576111816
162926,1961,1961,1576111365
162925,1880,1880,1576111052
162924,1617,1617,1576110899
162923,2021,2021,1576110696
162922,2173,2173,1576110286
162921,,2363,1576109683
162920,,1988,1576109666
162919,,1867,1576109580
162918,,1570,1576108633
162917,2043,2043,1576108373
162916,,1910,1576107634
162915,,2005,1576107291
162914,,1564,1576107161
162913,1687,1687,1576106805
162912,,1131,1576105820
162911,,1837,1576105745
162910,,2015,1576105000
162909,,1926,1576104796
162908,,1470,1576104555
162907,1342,1342,1576104507
162906,1317,1317,1576103564
162905,1299,1299,1576102825
162904,996,996,1576102488
162903,869,869,1576102117
162902,869,869,1576101391
162901,1063,1063,1576100877
162900,1534,1534,1576100303
162899,1444,1444,1576100185
162898,1004,1004,1576100108
162897,869,869,1576099844
162896,,1592,1576099256
162895,,1633,1576098612
162894,,1522,1576098421
162893,,1032,1576098410
162892,,1235,1576098170
162891,,1342,1576097042
162890,,1627,1576096842
162889,2448,2448,1576096662
162888,,2245,1576096468
162887,,1875,1576096324
162886,869,869,1576096275
162885,1502,1502,1576095764
162884,,1473,1576094083
162883,,1588,1576093854
162882,1155,1155,1576093638
162881,1355,1355,1576093590
162880,1505,1505,1576092569
162879,2127,2127,1576092427
162878,2376,2376,1576092343
162877,2309,2309,1576092308
162876,1914,1914,1576092139
162875,2054,2054,1576091856
162874,2840,2840,1576091252
162873,,2690,1576090982
162872,,2476,1576090844
162871,,1384,1576090792
162870,,1412,1576090687
162869,2222,2222,1576088376
162868,,2299,1576087991
162867,,1985,1576087854
162866,,1621,1576087699
162865,1281,1281,1576087539
162864,869,869,1576086330
162863,869,869,1576084031
162862,,869,1576080152
162861,869,869,1576080126
162860,,869,1576078824
162859,,869,1576078494
162858,1038,1038,1576078421
162857,1560,1560,1576078368
162856,1877,1877,1576078122
162855,1571,1571,1576078049
162854,1673,1673,1576078014
162853,1884,1884,1576077482
162852,1986,1986,1576077099
162851,2121,2121,1576076675
162850,2886,2886,1576076614
162849,,2738,1576076503
162848,,2513,1576076484
162847,,1326,1576076461
162846,1801,1801,1576076357
162845,,2264,1576073181
162844,,2270,1576072969
162843,,1824,1576072946
162842,,1661,1576072924
162841,,2021,1576072097
162840,,2101,1576071445
162839,1783,1783,1576071169
162838,,1458,1576070962
162837,,869,1576070517
162836,869,869,1576069629
162835,,869,1576067072
162834,869,869,1576066712
162833,934,934,1576066133
162832,1098,1098,1576065772
162831,2113,2113,1576065677
162830,1841,1841,1576065655
162829,1536,1536,1576065381
162828,869,869,1576065279
162827,869,869,1576065043
162826,1032,1032,1576062997
162825,,1289,1576062716
162824,,1354,1576062644
162823,,1207,1576062332
162822,,1095,1576062014
162821,,1493,1576061698
162820,,1855,1576061170
162819,,1719,1576060892
162818,,1525,1576060808
162817,956,956,1576060472
162816,1124,1124,1576059855
162815,,1272,1576059048
162814,,2160,1576058690
162813,,1998,1576058532
162812,,2035,1576058512
162811,,1236,1576058212
162810,2077,2077,1576058183
162809,2021,2021,1576056982
162808,1924,1924,1576056942
162807,1458,1458,1576056637
162806,1701,1701,1576056484
162805,2448,2448,1576055448
162804,2278,2278,1576055387
162803,2280,2280,1576055372
162802,1526,1526,1576054932
162801,,1649,1576054728
162800,,2098,1576053547
162799,,2638,1576053377
162798,,2408,1576053188
162797,,2092,1576053082
162796,,1279,1576052969
162795,1529,1529,1576052310
162794,1530,1530,1576050063
162793,,1329,1576049888
162792,1423,1423,1576049798
162791,,1661,1576049082
162790,,1820,1576048671
162789,2160,2160,1576048616
162788,,2552,1576048291
162787,,2310,1576048045
162786,2042,2042,1576047931
162785,1220,1220,1576047557
162784,1182,1182,1576047001
162783,1322,1322,1576043841
162782,1681,1681,1576043464
162781,1931,1931,1576043401
162780,2054,2054,1576042946
162779,2199,2199,1576042759
162778,2861,2861,1576042753
162777,,2812,1576042482
162776,,2637,1576042425
162775,2129,2129,1576042411
162774,2301,2301,1576042089
162773,1916,1916,1576040648
162772,,1745,1576040239
162771,,1374,1576039482
162770,,1613,1576039293
162769,,1510,1576038090
162768,,1209,1576037876
162767,869,869,1576037676
162766,983,983,1576036918
162765,,1057,1576036154
162764,1437,1437,1576035814
162763,1129,1129,1576035495
162762,1243,1243,1576035344
162761,1702,1702,1576034863
162760,2348,2348,1576034663
162759,2057,2057,1576034382
162758,1672,1672,1576034324
162757,1005,1005,1576034256
162756,1214,1214,1576033519
162755,1036,1036,1576031779
162754,1043,1043,1576031619
162753,1409,1409,1576031353
162752,,1518,1576030803
162751,,1382,1576030450
162750,,1016,1576030444
162749,1144,1144,1576029943
162748,1507,1507,1576029174
162747,2086,2086,1576028977
162746,2066,2066,1576028828
162745,1818,1818,1576028564
162744,893,893,1576028377
162743,945,945,1576028006
162742,1968,1968,1576026788
162741,1632,1632,1576026458
162740,1320,1320,1576026155
162739,,898,1576026112
162738,869,869,1576025940
162737,869,869,1576022957
162736,869,869,1576021487
162735,869,869,1576021275
162734,869,869,1576020989
162733,869,869,1576020357
162732,1122,1122,1576020298
162731,1581,1581,1576019867
162730,1480,1480,1576019837
162729,,1353,1576019778
162728,,1500,1576019488
162727,,2310,1576019025
162726,,2399,1576018734
162725,,2087,1576018724
162724,,1536,1576018598
162723,1252,1252,1576018244
162722,1492,1492,1576017164
162721,,1645,1576016181
162720,,2106,1576016116
162719,,2488,1576016058
162718,,2501,1576015991
162717,2211,2211,1576015975
162716,,1586,1576015641
162715,1527,1527,1576015071
162714,2457,2457,1576014278
162713,2333,2333,1576013718
162712,2015,2015,1576013608
162711,1163,1163,1576013550
162710,1752,1752,1576013234
162709,1801,1801,1576011664
162708,1749,1749,1576011450
162707,1232,1232,1576011382
162706,1347,1347,1576010950
162705,,1518,1576010095
162704,,2454,1576009854
162703,,2269,1576009725
162702,,1995,1576009591
162701,,1332,1576009516
162700,,1857,1576009333
162699,,1726,1576007630
162698,,1294,1576007597
162697,,1114,1576007468
162696,1518,1518,1576006730
162695,,1776,1576005920
162694,,1568,1576005879
162693,,1467,1576005713
162692,,1024,1576005170
162691,,1129,1576004737
162690,1468,1468,1576003959
162689,1633,1633,1576003671
162688,1459,1459,1576003317
162687,1618,1618,1576003135
162686,2550,2550,1576002877
162685,2361,2361,1576002549
162684,2091,2091,1576002352
162683,1184,1184,1576002304
162682,1342,1342,1576002051
162681,,1413,1576000126
162680,,1746,1575999757
162679,1434,1434,1575999355
162678,1119,1119,1575999231
162677,,869,1575998685
162676,869,869,1575998144
162675,869,869,1575995718
162674,869,869,1575994821
162673,,869,1575994681
162672,1434,1434,1575994640
162671,,1553,1575994130
162670,,1454,1575994032
162669,,873,1575994005
162668,928,928,1575993664
162667,,1354,1575992693
162666,1827,1827,1575992392
162665,1733,1733,1575992194
162664,1706,1706,1575992020
162663,1669,1669,1575991952
162662,1782,1782,1575991393
162661,1518,1518,1575990711
162660,2128,2128,1575990705
162659,2489,2489,1575990292
162658,2343,2343,1575989881
162657,1642,1642,1575989856
162656,1831,1831,1575989701
162655,2698,2698,1575988840
162654,,2478,1575988335
162653,2193,2193,1575988334
162652,,1728,1575988292
162651,1197,1197,1575988268
162650,1555,1555,1575985700
162649,,1202,1575984723
162648,1846,1846,1575984681
162647,,1922,1575984123
162646,,2088,1575983962
162645,,1730,1575983675
162644,1443,1443,1575983524
162643,869,869,1575982780
162642,947,947,1575982246
162641,1215,1215,1575980832
162640,1755,1755,1575980776
162639,1980,1980,1575980675
162638,1769,1769,1575980498
162637,1239,1239,1575980301
162636,1471,1471,1575979959
162635,2254,2254,1575979285
162634,2131,2131,1575978839
162633,,2060,1575978787
162632,,1690,1575978717
162631,1777,1777,1575978210
162630,1420,1420,1575977194
162629,1613,1613,1575977107
162628,,1280,1575976415
162627,964,964,1575975891
162626,,869,1575975326
162625,869,869,1575975029
162624,,869,1575973416
162623,869,869,1575972914
162622,,869,1575972539
162621,,869,1575972034
162620,869,869,1575971922
162619,,1484,1575971719
162618,1726,1726,1575971673
162617,1625,1625,1575971596
162616,1349,1349,1575971410
162615,2231,2231,1575971173
162614,2175,2175,1575970711
162613,2080,2080,1575970386
162612,1085,1085,1575970292
162611,1886,1886,1575970229
162610,1793,1793,1575968802
162609,1735,1735,1575968625
162608,1601,1601,1575968264
162607,,1458,1575968223
162606,,1660,1575967180
162605,,1209,1575966892
162604,,1373,1575966759
162603,,869,1575965797
162602,1132,1132,1575965624
162601,1139,1139,1575964835
162600,1191,1191,1575964588
162599,,869,1575963968
162598,,869,1575963911
162597,1203,1203,1575963252
162596,,1673,1575962658
162595,,1763,1575962602
162594,1262,1262,1575962593
162593,981,981,1575962548
162592,869,869,1575961726
162591,1596,1596,1575961015
162590,1408,1408,1575960504
162589,1401,1401,1575960447
162588,1112,1112,1575960107
162587,1774,1774,1575960072
162586,1846,1846,1575959071
162585,,1405,1575959067
162584,,1528,1575958992
162583,2192,2192,1575958395
162582,,2456,1575957923
162581,,2306,1575957902
162580,,1694,1575957804
162579,1429,1429,1575957682
162578,,2066,1575956703
162577,,2287,1575955883
162576,,2304,1575955835
162575,,1761,1575955826
162574,2144,2144,1575955725
162573,,1983,1575954792
162572,2041,2041,1575954412
162571,,1353,1575953991
162570,1472,1472,1575953839
162569,1875,1875,1575952742
162568,2534,2534,1575952569
162567,2278,2278,1575952432
162566,1959,1959,1575952387
162565,1089,1089,1575952293
162564,1451,1451,1575951622
162563,1254,1254,1575949930
162562,1350,1350,1575949878
162561,,1003,1575949238
162560,1303,1303,1575948986
162559,,2160,1575948417
162558,1846,1846,1575948327
162557,,1569,1575948036
162556,1145,1145,1575947918
162555,869,869,1575947636
162554,869,869,1575945035
162553,,991,1575943196
162552,1050,1050,1575943200
162551,1258,1258,1575943125
162550,1419,1419,1575942672
162549,1394,1394,1575942555
162548,,1666,1575942214
162547,,1543,1575941848
162546,1570,1570,1575941615
162545,1688,1688,1575941140
162544,2057,2057,1575940905
162543,1978,1978,1575940474
162542,2165,2165,1575940217
162541,1768,1768,1575940082
162540,1574,1574,1575939622
162539,1033,1033,1575938848
162538,1268,1268,1575938708
162537,,1748,1575937351
162536,,1517,1575937262
162535,2210,2210,1575937241
162534,,2327,1575936727
162533,,2235,1575936706
162532,1968,1968,1575936360
162531,,1482,1575936302
162530,,928,1575935410
162529,949,949,1575934468
162528,,1696,1575933576
162527,1677,1677,1575933227
162526,,1612,1575933045
162525,,1495,1575932866
162524,1595,1595,1575932745
162523,,1791,1575931762
162522,1471,1471,1575931621
162521,1506,1506,1575931520
162520,2089,2089,1575930691
162519,2065,2065,1575930613
162518,1766,1766,1575930311
162517,1331,1331,1575929853
162516,869,869,1575929819
162515,869,869,1575928582
162514,982,982,1575927484
162513,,1088,1575927023
162512,,1746,1575926738
162511,,1726,1575926589
162510,,1577,1575926467
162509,,979,1575926025
162508,1597,1597,1575925869
162507,,1634,1575925036
162506,1458,1458,1575924545
162505,869,869,1575924413
162504,985,985,1575924292
162503,,1514,1575923010
162502,,1570,1575922699
162501,,1236,1575922662
162500,1542,1542,1575922452
162499,,1378,1575921982
162498,1265,1265,1575921422
162497,869,869,1575920967
162496,869,869,1575920877
162495,928,928,1575919614
162494,1536,1536,1575919207
162493,1629,1629,1575919199
162492,1875,1875,1575919029
162491,1429,1429,1575918906
162490,1342,1342,1575918847
162489,,1506,1575917914
162488,2020,2020,1575917726
162487,2103,2103,1575917265
162486,,1728,1575917026
162485,,1204,1575916976
162484,,1838,1575916435
162483,,1997,1575915618
162482,,2032,1575915251
162481,,1814,1575915246
162480,1648,1648,1575915112
162479,1316,1316,1575914150
162478,998,998,1575913810
162477,869,869,1575913221
162476,869,869,1575912207
162475,869,869,1575911447
162474,883,883,1575910414
162473,949,949,1575910234
162472,1017,1017,1575910163
162471,869,869,1575909924
162470,948,948,1575909805
162469,1411,1411,1575909012
162468,1467,1467,1575908840
162467,1481,1481,1575908687
162466,1208,1208,1575908510
162465,1540,1540,1575908095
162464,1823,1823,1575907534
162463,1926,1926,1575907391
162462,1611,1611,1575907025
162461,1329,1329,1575906804
162460,904,904,1575906402
162459,1153,1153,1575905560
162458,869,869,1575904725
162457,1093,1093,1575904498
162456,1056,1056,1575903880
162455,1239,1239,1575903733
162454,1212,1212,1575903151
162453,1267,1267,1575903004
162452,1776,1776,1575902638
162451,,1599,1575902289
162450,1515,1515,1575902032
162449,1025,1025,1575901749
162448,1161,1161,1575901409
