height,sanctuary_reward,miner_subsidy,time
170689,1900,1069,1579457556
170688,1800,1012,1579457431
170687,1549,871,1579457219
170686,1999,1124,1579456680
170685,,977,1579456021
170684,1492,839,1579455930
170683,1216,684,1579455383
170682,1666,937,1579454975
170681,2140,1203,1579454319
170680,2492,1401,1579454102
170679,2468,1388,1579454055
170678,2666,1500,1579453992
170677,2429,1366,1579453407
170676,1905,1071,1579453153
170675,1272,715,1579452736
170674,1556,875,1579452052
170673,2535,1426,1579451208
170672,2652,1492,1579450995
170671,2293,1289,1579450939
170670,1482,833,1579450806
170669,1686,948,1579450336
170668,3089,1737,1579449467
170667,2719,1529,1579449276
170666,2293,1289,1579449147
170665,1170,658,1579449057
170664,1454,818,1579448790
170663,,824,1579445057
170662,1820,1024,1579444898
170661,2103,1183,1579444554
170660,1991,1120,1579444407
170659,2246,1263,1579443979
170658,2239,1259,1579443760
170657,2455,1381,1579443467
170656,1987,1117,1579442872
170655,2195,1235,1579442773
170654,3490,1963,1579442271
170653,3178,1787,1579442022
170652,2774,1560,1579441854
170651,1238,696,1579441739
170650,2155,1212,1579441442
170649,1966,1106,1579439496
170648,2493,1402,1579439330
170647,1873,1053,1579439184
170646,1824,1026,1579438898
170645,,658,1579438051
170644,1170,658,1579438041
170643,,699,1579436450
170642,1427,803,1579436363
170641,2600,1462,1579435948
170640,,1402,1579435816
170639,,1355,1579435784
170638,1437,808,1579435778
170637,1413,794,1579435397
170636,1170,658,1579434119
170635,2154,1212,1579433896
170634,1976,1111,1579433175
170633,2214,1245,1579433119
170632,1449,815,1579433002
170631,1536,864,1579432956
170630,1170,658,1579431651
170629,1170,658,1579431604
170628,2081,1171,1579430663
170627,2132,1199,1579430512
170626,2368,1332,1579430430
170625,,847,1579430383
170624,2445,1375,1579430263
170623,,1272,1579429305
170622,2025,1139,1579429278
170621,1170,658,1579428717
170620,1170,658,1579428557
170619,1925,1083,1579427404
170618,,1112,1579426890
170617,1606,903,1579426768
170616,1242,698,1579426546
170615,1170,658,1579426353
170614,1170,658,1579425260
170613,1170,658,1579424590
170612,1170,658,1579424453
170611,1170,658,1579423483
170610,1170,658,1579423022
170609,1170,658,1579422111
170608,1170,658,1579422042
170607,1187,668,1579422006
170606,1404,789,1579421849
170605,2376,1336,1579421622
170604,2260,1271,1579421532
170603,2620,1474,1579421532
170602,2010,1130,1579421258
170601,2566,1443,1579421211
170600,2784,1566,1579420337
170599,3398,1911,1579420300
170598,3048,1714,1579420096
170597,2595,1460,1579419895
170596,1181,664,1579419438
170595,2152,1210,1579419079
170594,1685,948,1579416798
170593,1825,1026,1579416774
170592,1170,658,1579416174
170591,1403,789,1579416067
170590,1292,726,1579414906
170589,1936,1089,1579414795
170588,2488,1399,1579414347
170587,2429,1366,1579414316
170586,2203,1239,1579414023
170585,1513,851,1579413993
170584,2028,1140,1579413385
170583,1337,752,1579412518
170582,1642,923,1579412252
170581,1819,1023,1579411579
170580,2579,1451,1579411556
170579,2194,1234,1579410876
170578,1697,954,1579410872
170577,1170,658,1579410685
170576,1170,658,1579409903
170575,1236,695,1579408314
170574,,1054,1579408033
170573,1963,1104,1579408017
170572,1726,970,1579407705
170571,1772,997,1579407484
170570,2383,1340,1579407274
170569,2253,1267,1579406610
170568,1760,990,1579406333
170567,1185,666,1579406315
170566,1580,889,1579405648
170565,2174,1223,1579404601
170564,2575,1448,1579404575
170563,2297,1292,1579404534
170562,2386,1342,1579404302
170561,1671,940,1579403890
170560,1338,752,1579403484
170559,1170,658,1579402568
170558,1818,1022,1579402238
170557,1921,1080,1579401220
170556,1708,960,1579401213
170555,1170,658,1579401187
170554,1536,864,1579400779
170553,1642,923,1579399882
170552,1558,876,1579399628
170551,1170,658,1579399275
170550,1170,658,1579399028
170549,,903,1579398319
170548,,1311,1579397827
170547,,1212,1579397788
170546,,980,1579397623
170545,,754,1579397567
170544,2249,1265,1579396918
170543,,1032,1579396080
170542,,791,1579396046
170541,1477,830,1579395675
170540,1441,810,1579395295
170539,,791,1579394159
170538,1170,658,1579394068
170537,1170,658,1579394050
170536,1170,658,1579392713
170535,1430,804,1579392529
170534,1558,876,1579392397
170533,2066,1162,1579391834
170532,1444,812,1579391775
170531,1703,958,1579391703
170530,1937,1089,1579390855
170529,,1702,1579390829
170528,,1602,1579390522
170527,,1675,1579390426
170526,,1293,1579390393
170525,,1273,1579390358
170524,,772,1579388876
170523,,1045,1579388858
170522,,947,1579387739
170521,,968,1579387327
170520,,795,1579386955
170519,2229,1254,1579386827
170518,,1445,1579386064
170517,,1335,1579386010
170516,,1319,1579385915
170515,,1712,1579385719
170514,2617,1472,1579385118
170513,2232,1255,1579384748
170512,1524,857,1579384688
170511,1170,658,1579384153
170510,1170,658,1579382307
170509,1497,842,1579381394
170508,1435,807,1579380912
170507,1769,995,1579380759
170506,1653,930,1579380404
170505,,1168,1579380317
170504,,1407,1579379736
170503,,1268,1579379620
170502,,1346,1579379364
170501,,1248,1579378981
170500,,1597,1579378670
170499,,1559,1579378106
170498,,1941,1579378028
170497,,1775,1579377814
170496,,1516,1579377484
170495,,773,1579377010
170494,1839,1034,1579376876
170493,,1284,1579374436
170492,,952,1579374315
170491,1685,948,1579374291
170490,1877,1056,1579373629
170489,3187,1793,1579373253
170488,2971,1671,1579373041
170487,2594,1459,1579372961
170486,1170,658,1579372907
170485,1761,990,1579372881
170484,2250,1265,1579370865
170483,2131,1199,1579370733
170482,1885,1060,1579370701
170481,1326,746,1579370228
170480,1441,810,1579369741
170479,,962,1579369083
170478,,1503,1579368565
170477,,1396,1579368479
170476,2877,1618,1579368395
170475,,1429,1579368001
170474,2944,1656,1579367972
170473,2380,1338,1579367223
170472,1815,1021,1579367032
170471,1170,658,1579366388
170470,2274,1279,1579365910
170469,1863,1048,1579364702
170468,1427,802,1579364578
170467,1170,658,1579364489
170466,1170,658,1579364309
170465,1170,658,1579362102
170464,1170,658,1579361620
170463,1607,904,1579361520
170462,1483,834,1579361116
170461,1559,877,1579361109
170460,1223,688,1579360739
170459,2042,1149,1579360548
170458,2572,1447,1579359900
170457,,1218,1579359851
170456,1752,985,1579359653
170455,1170,658,1579359584
170454,1170,658,1579358720
170453,1170,658,1579356889
170452,,678,1579356178
170451,,885,1579356096
170450,,1096,1579355895
170449,2664,1499,1579355815
170448,,1390,1579355583
170447,,1270,1579355435
170446,2211,1243,1579355113
170445,,1435,1579354772
170444,,1725,1579353992
170443,,1523,1579353974
170442,2252,1266,1579353852
170441,1170,658,1579353143
170440,1512,850,1579352832
170439,1601,900,1579349774
170438,1739,978,1579349736
170437,1453,817,1579349627
170436,1340,754,1579349497
170435,1170,658,1579348588
170434,1170,658,1579348319
170433,,752,1579347723
170432,,819,1579347095
170431,,752,1579346898
170430,,779,1579346710
170429,1323,744,1579346398
170428,,960,1579345765
170427,1170,658,1579345496
170426,,818,1579345266
170425,,1024,1579344590
170424,,1324,1579344525
170423,,1261,1579344024
170422,,1205,1579343952
170421,,1441,1579343786
170420,,1753,1579343210
170419,,1536,1579342911
170418,2268,1276,1579342880
170417,1332,749,1579342419
170416,1366,768,1579341827
170415,1381,776,1579340001
170414,1258,708,1579339631
170413,1170,658,1579339286
170412,1170,658,1579338779
170411,1812,1019,1579338311
170410,2073,1166,1579338033
170409,,1077,1579337779
170408,,791,1579337552
170407,,658,1579337394
170406,1170,658,1579336514
170405,1170,658,1579335665
170404,1407,791,1579335143
170403,1178,662,1579334801
170402,1170,658,1579334681
170401,1260,709,1579334209
170400,2051,1154,1579333973
170399,2602,1463,1579333480
170398,2257,1269,1579333448
170397,1826,1027,1579333402
170396,1170,658,1579332935
170395,1170,658,1579332330
170394,1431,805,1579330687
170393,1535,863,1579330092
170392,1230,691,1579330023
170391,1170,658,1579329967
170390,1183,665,1579329744
170389,1616,909,1579328645
170388,1264,711,1579328414
170387,1170,658,1579328408
170386,1170,658,1579327998
170385,1170,658,1579327211
170384,1170,658,1579326072
170383,1170,658,1579325454
170382,1170,658,1579325449
170381,1482,833,1579325383
170380,2115,1189,1579325143
170379,1740,978,1579325088
170378,1908,1073,1579325010
170377,1170,658,1579324444
170376,1570,883,1579324175
170375,2255,1268,1579323319
170374,,1273,1579323301
170373,,1081,1579322827
170372,,803,1579322724
170371,,1307,1579322473
170370,2254,1268,1579321480
170369,1743,980,1579321294
170368,1202,676,1579321258
170367,1170,658,1579320722
170366,1170,658,1579319516
170365,1170,658,1579318901
170364,1170,658,1579318445
170363,1170,658,1579317746
170362,1170,658,1579317364
170361,1403,789,1579317044
170360,1564,880,1579317011
170359,,1218,1579316603
170358,,1007,1579316520
170357,2183,1227,1579316361
170356,,880,1579315774
170355,1426,802,1579315657
170354,,658,1579314786
170353,1841,1035,1579314537
170352,,1081,1579313697
170351,,1006,1579313589
170350,,1050,1579313462
170349,2359,1327,1579313176
170348,,1365,1579312524
170347,2472,1390,1579312403
170346,2962,1666,1579312313
170345,2824,1588,1579311800
170344,2356,1325,1579311448
170343,1700,956,1579311306
170342,3090,1738,1579310766
170341,2745,1544,1579309938
170340,2381,1339,1579309835
170339,1170,658,1579309664
170338,1239,697,1579309621
170337,,892,1579306464
170336,,1270,1579306376
170335,,1027,1579306205
170334,1440,810,1579306074
170333,,658,1579305589
170332,,658,1579305203
170331,,736,1579303952
170330,,836,1579303760
170329,,1568,1579303717
170328,,1486,1579303415
170327,,1261,1579303284
170326,1170,658,1579303168
170325,,658,1579302883
170324,,1288,1579301316
170323,,1324,1579301114
170322,2089,1175,1579301113
170321,1170,658,1579301048
170320,1737,977,1579300880
170319,2006,1128,1579299637
170318,2330,1310,1579299321
170317,1624,913,1579299316
170316,1430,804,1579299072
170315,1289,725,1579298279
170314,1352,760,1579298006
170313,,677,1579296845
170312,,658,1579296808
170311,,658,1579296597
170310,,818,1579295568
170309,,937,1579295455
170308,,1540,1579295447
170307,,1335,1579295087
170306,,1120,1579295049
170305,1170,658,1579294741
170304,1170,658,1579294320
170303,,735,1579291682
170302,,1038,1579291493
170301,,875,1579291297
170300,1370,770,1579291257
170299,,658,1579290811
170298,1170,658,1579290284
170297,1170,658,1579289422
170296,1971,1108,1579289156
170295,1897,1067,1579288888
170294,2046,1150,1579288832
170293,2249,1265,1579288438
170292,2060,1159,1579288310
170291,1934,1088,1579287702
170290,1188,668,1579287394
170289,1497,842,1579287069
170288,,1278,1579286043
170287,,1456,1579285973
170286,2302,1295,1579285820
170285,2381,1339,1579285773
170284,2125,1195,1579285348
170283,1821,1024,1579284750
170282,,658,1579284197
170281,1312,738,1579283899
170280,1329,747,1579282866
170279,,999,1579282309
170278,,814,1579282165
170277,2088,1175,1579282017
170276,,1125,1579281377
170275,1698,955,1579281357
170274,1170,658,1579280818
170273,1170,658,1579280479
170272,2334,1313,1579279675
170271,2125,1195,1579279272
170270,1759,989,1579279215
170269,1353,761,1579279060
170268,1326,746,1579278679
170267,1389,781,1579277440
170266,1170,658,1579277225
170265,1170,658,1579276937
170264,1170,658,1579276116
170263,1591,895,1579275874
170262,1368,769,1579275435
170261,1857,1045,1579275327
170260,1779,1000,1579274889
170259,2622,1475,1579274730
170258,2927,1646,1579274369
170257,2883,1622,1579274309
170256,2492,1402,1579273990
170255,1761,990,1579273888
170254,1338,752,1579273172
170253,1994,1121,1579272232
170252,,1498,1579271731
170251,,1434,1579271448
170250,1956,1100,1579271299
170249,1179,663,1579271216
170248,1409,792,1579270505
170247,2782,1565,1579269423
170246,2387,1342,1579269411
170245,1919,1079,1579269315
170244,1170,658,1579269078
170243,1323,744,1579268789
170242,1420,799,1579266963
170241,,857,1579266797
170240,,658,1579266599
170239,1170,658,1579266504
170238,1749,984,1579265568
170237,2387,1343,1579265372
170236,2068,1163,1579265302
170235,,889,1579265123
170234,1170,658,1579265099
170233,1170,658,1579264282
170232,,658,1579262974
170231,1170,658,1579262599
170230,1201,675,1579262129
170229,1424,801,1579261871
170228,1638,921,1579261573
170227,,1609,1579261417
170226,2529,1422,1579261253
170225,2101,1182,1579261144
170224,1170,658,1579260772
170223,1170,658,1579260570
170222,1683,947,1579257512
170221,1786,1005,1579257434
170220,1337,752,1579257399
170219,2191,1232,1579257383
170218,2623,1475,1579256943
170217,,1345,1579256468
170216,,1026,1579256421
170215,,824,1579256397
170214,,991,1579255342
170213,,1034,1579254571
170212,2040,1147,1579254510
170211,2071,1165,1579254073
170210,,1023,1579253715
170209,,736,1579253458
170208,,1020,1579252924
170207,,882,1579252346
170206,,1018,1579251881
170205,,658,1579251506
170204,2252,1266,1579251421
170203,,997,1579250584
170202,1552,873,1579250491
170201,1170,658,1579250020
170200,1170,658,1579249942
170199,1170,658,1579247940
170198,1302,732,1579247917
170197,1855,1043,1579247340
170196,1597,898,1579247327
170195,1704,958,1579247268
170194,1500,843,1579247062
170193,1367,769,1579246461
170192,1170,658,1579245791
170191,1170,658,1579245713
170190,1170,658,1579244641
170189,1170,658,1579244077
170188,1405,790,1579243852
170187,1170,658,1579243737
170186,1170,658,1579243445
170185,1170,658,1579242567
170184,1170,658,1579242421
170183,1170,658,1579241239
170182,1170,658,1579241118
170181,1170,658,1579241101
170180,2010,1131,1579240747
170179,1864,1048,1579240386
170178,1841,1035,1579240354
170177,1391,782,1579240055
170176,2370,1333,1579239735
170175,2457,1382,1579239070
170174,2189,1231,1579239007
170173,1587,892,1579238704
170172,1255,706,1579238432
170171,1170,658,1579237530
170170,1270,714,1579236682
170169,,862,1579236243
170168,,1036,1579236023
170167,1976,1111,1579235607
170166,,1389,1579235485
170165,,1168,1579235297
170164,1708,960,1579234805
170163,1170,658,1579234477
170162,1170,658,1579234138
170161,1170,658,1579232285
170160,1424,801,1579231540
170159,1229,691,1579231383
170158,1170,658,1579231342
170157,1512,850,1579230976
170156,1750,984,1579230515
170155,,1104,1579230083
170154,1444,812,1579229990
170153,2528,1422,1579229874
170152,2369,1333,1579229218
170151,2322,1306,1579229073
170150,2151,1210,1579228799
170149,2469,1388,1579228711
170148,2423,1363,1579227713
170147,1733,975,1579227591
170146,1789,1006,1579227427
170145,3153,1774,1579226585
170144,,1587,1579226372
170143,2389,1343,1579226239
170142,,699,1579225918
170141,1170,658,1579225838
170140,,1031,1579223586
170139,,953,1579223278
170138,1679,944,1579222894
170137,,658,1579222626
170136,1170,658,1579222489
170135,,1013,1579221281
170134,,1066,1579221194
170133,2013,1132,1579220943
170132,,1248,1579220764
170131,,1306,1579220649
170130,2917,1641,1579219975
170129,2319,1304,1579219912
170128,2289,1287,1579219777
170127,1726,971,1579218985
170126,2936,1652,1579218886
170125,2892,1627,1579217992
170124,2597,1461,1579217956
170123,1443,812,1579217866
170122,1718,966,1579217685
170121,1631,917,1579216229
170120,2077,1168,1579215705
170119,,847,1579215372
170118,1347,758,1579215284
170117,1170,658,1579214466
170116,,936,1579214190
170115,,993,1579213319
170114,2075,1167,1579213203
170113,,684,1579213148
170112,1384,778,1579213125
170111,,879,1579212023
170110,,1566,1579211905
170109,2750,1546,1579211653
170108,2336,1314,1579211477
170107,1461,822,1579211307
170106,1170,658,1579211092
170105,1509,849,1579209671
170104,1556,875,1579208658
170103,1340,753,1579208406
170102,1170,658,1579208295
170101,1602,901,1579207873
170100,2106,1184,1579207162
170099,2340,1316,1579207094
170098,2332,1311,1579206999
170097,2203,1239,1579206711
170096,2078,1169,1579206340
170095,1491,839,1579205942
170094,1170,658,1579205321
170093,,658,1579204680
170092,1170,658,1579204060
170091,,713,1579203000
170090,,831,1579202967
170089,,1413,1579202930
170088,,1471,1579202835
170087,,1372,1579202744
170086,,1083,1579202648
170085,3123,1757,1579202506
170084,,1728,1579201646
170083,,1527,1579201533
170082,1699,955,1579201514
170081,2171,1221,1579201434
170080,1714,964,1579199816
170079,1482,833,1579199330
170078,1170,658,1579198869
170077,1170,658,1579198647
170076,1313,738,1579197168
170075,1449,815,1579197123
170074,1802,1013,1579196939
170073,,1681,1579196845
170072,,1514,1579196744
170071,,1229,1579196731
170070,,658,1579196472
170069,1875,1054,1579196058
170068,,1120,1579194594
170067,,1179,1579194353
170066,,783,1579194316
170065,,956,1579194174
170064,,1248,1579193151
170063,,1569,1579193078
170062,2782,1565,1579192915
170061,2994,1684,1579192802
170060,2650,1490,1579192574
170059,2344,1318,1579192153
170058,1928,1084,1579191563
170057,3280,1845,1579191267
170056,2947,1657,1579190620
170055,2550,1434,1579190411
170054,1170,658,1579190335
170053,1561,878,1579190260
170052,1796,1010,1579187894
170051,2144,1206,1579187532
170050,2762,1554,1579187374
170049,3252,1829,1579187328
170048,,1646,1579187297
170047,,1399,1579186981
170046,,701,1579186643
170045,1381,776,1579186178
170044,,1093,1579184533
170043,,1369,1579184160
170042,2598,1461,1579184116
170041,,1417,1579183882
170040,,1887,1579183745
170039,,1710,1579183461
170038,,1493,1579183044
170037,,696,1579182796
170036,1967,1106,1579182616
170035,,1288,1579180750
170034,2173,1222,1579180627
170033,1955,1100,1579180473
170032,1502,845,1579180122
170031,1666,937,1579179528
170030,2498,1405,1579178923
170029,2465,1386,1579178739
170028,2357,1326,1579178383
170027,1593,896,1579178204
170026,2803,1576,1579178004
170025,,1543,1579177105
170024,2368,1332,1579176997
170023,,755,1579176793
170022,,658,1579176501
170021,1636,920,1579175164
170020,,1080,1579174502
170019,,1154,1579174236
170018,,1271,1579174189
170017,,1990,1579173900
170016,,1824,1579173884
170015,,1576,1579173872
170014,,690,1579173834
170013,2249,1265,1579173754
170012,,1265,1579171364
170011,,1145,1579171193
170010,1918,1079,1579171092
170009,2422,1362,1579170776
170008,2781,1564,1579169954
170007,2386,1342,1579169937
170006,2875,1617,1579169819
170005,2560,1440,1579169233
170004,2279,1281,1579168970
170003,1218,685,1579168372
170002,2099,1181,1579168133
170001,,1358,1579167030
170000,,1354,1579166730
169999,,830,1579166647
169998,,1098,1579166590
169997,,1447,1579165612
169996,,1492,1579165281
169995,,1539,1579165132
169994,3133,1762,1579165049
169993,3037,1708,1579164628
169992,3079,1731,1579164188
169991,2526,1421,1579164121
169990,2559,1439,1579163676
169989,2219,1248,1579162723
169988,2464,1386,1579162626
169987,2925,1645,1579161756
169986,2614,1470,1579161577
169985,2189,1231,1579161408
169984,1317,741,1579160833
169983,1170,658,1579160443
169982,1170,658,1579159216
169981,1500,844,1579158339
169980,1309,736,1579158116
169979,1262,710,1579157965
169978,1170,658,1579157270
169977,1923,1081,1579157129
169976,2014,1133,1579156688
169975,1857,1044,1579156292
169974,1170,658,1579156250
169973,1347,757,1579155998
169972,1666,937,1579154896
169971,2220,1249,1579154623
169970,2616,1471,1579154481
169969,2811,1581,1579154457
169968,2982,1677,1579154143
169967,2574,1447,1579154112
169966,3078,1731,1579153648
169965,2607,1466,1579153169
169964,,1556,1579152980
169963,,1070,1579152211
169962,2157,1213,1579152146
169961,1995,1122,1579151040
169960,2380,1338,1579150807
169959,2562,1441,1579150177
169958,2848,1602,1579150129
169957,3639,2047,1579149817
169956,3714,2089,1579149782
169955,3395,1910,1579149714
169954,3305,1859,1579149700
169953,3163,1779,1579149166
169952,3376,1899,1579148333
169951,,1872,1579147911
169950,,2084,1579147866
169949,3622,2037,1579147233
169948,,1883,1579147057
169947,,1689,1579146811
169946,,930,1579146267
169945,1947,1095,1579145189
169944,2308,1298,1579142753
169943,2617,1472,1579142501
169942,3109,1749,1579142475
169941,,1852,1579142104
169940,,1651,1579141879
169939,,1277,1579141753
169938,2833,1593,1579141231
169937,3141,1766,1579140575
169936,3297,1854,1579140037
169935,2861,1609,1579139969
169934,2588,1456,1579139907
169933,2527,1421,1579139038
169932,3335,1876,1579138608
169931,2999,1687,1579138214
169930,2572,1447,1579137859
169929,,711,1579137645
169928,1748,983,1579137341
169927,,1016,1579133139
169926,,1083,1579132786
169925,,659,1579132520
169924,,909,1579132293
169923,,868,1579131545
169922,,1462,1579131199
169921,,1237,1579130918
169920,,1394,1579130908
169919,,1428,1579130394
169918,,2077,1579130352
169917,,1908,1579129934
169916,,1708,1579129811
169915,,1247,1579129676
169914,2112,1188,1579129597
169913,1926,1083,1579127158
169912,2146,1207,1579126841
169911,2841,1598,1579126083
169910,2982,1677,1579126022
169909,3262,1835,1579125920
169908,2972,1672,1579125450
169907,3480,1958,1579125401
169906,3328,1872,1579125018
169905,,1840,1579124538
169904,,1365,1579124184
169903,3162,1778,1579124110
169902,,1560,1579122929
169901,,1362,1579122649
169900,,668,1579122182
169899,,827,1579121986
169898,,976,1579120109
169897,,1353,1579119976
169896,,1595,1579119936
169895,,1611,1579119894
169894,,1570,1579119542
169893,,1489,1579119458
169892,,2111,1579119014
169891,,1938,1579118604
169890,3340,1878,1579118588
169889,1879,1057,1579118245
169888,2193,1233,1579118213
169887,2130,1198,1579116166
169886,3422,1924,1579116122
169885,3128,1759,1579115645
169884,2791,1570,1579115556
169883,1251,704,1579115405
169882,1518,854,1579115336
169881,,1180,1579112787
169880,,1476,1579112595
169879,,1494,1579112391
169878,,1514,1579112330
169877,,1686,1579112230
169876,,1773,1579111649
169875,,1854,1579111340
169874,,2284,1579111329
169873,3993,2246,1579111321
169872,,2160,1579111068
169871,2739,1540,1579110972
169870,2913,1638,1579110915
169869,,2188,1579109095
169868,,2112,1579109013
169867,,1949,1579108960
169866,2084,1172,1579108898
169865,3373,1897,1579108820
169864,3005,1690,1579106987
169863,2693,1515,1579106781
169862,1804,1014,1579106648
169861,1828,1028,1579106621
169860,1269,713,1579104489
169859,1957,1100,1579104411
169858,2151,1210,1579103364
169857,2310,1299,1579103329
169856,2511,1412,1579103246
169855,3623,2038,1579103029
169854,3482,1958,1579102678
169853,3147,1770,1579102658
169852,2024,1138,1579102638
169851,2008,1129,1579102409
169850,2514,1414,1579100586
169849,,1457,1579099841
169848,,1199,1579099809
169847,,1806,1579099599
169846,,1789,1579099106
169845,3086,1735,1579098876
169844,2153,1211,1579098642
169843,3183,1790,1579098573
169842,3163,1779,1579097485
169841,3084,1735,1579097257
169840,2506,1410,1579097141
169839,3051,1716,1579097021
169838,3213,1807,1579095897
169837,3488,1962,1579095799
169836,3672,2065,1579095793
169835,3466,1949,1579095405
169834,3001,1688,1579094969
169833,,1032,1579094857
169832,,1468,1579094040
169831,2525,1420,1579092782
169830,,1419,1579092151
169829,,804,1579092029
169828,,1304,1579091999
169827,,1392,1579090684
169826,,1451,1579090641
169825,,1190,1579090427
169824,,1271,1579090222
169823,,1321,1579089520
169822,,1518,1579089167
169821,2785,1566,1579088796
169820,,2074,1579088621
169819,,1994,1579088468
169818,3400,1912,1579088390
169817,2764,1554,1579087932
169816,2802,1576,1579087836
169815,2386,1342,1579086587
169814,1992,1121,1579086019
169813,1170,658,1579085104
169812,1170,658,1579084940
169811,1749,984,1579083098
169810,1620,911,1579082995
169809,,1261,1579082881
169808,,1426,1579082565
169807,,1541,1579082424
169806,,1640,1579082046
169805,,2096,1579082011
169804,,2147,1579081786
169803,,2050,1579081677
169802,,1696,1579081653
169801,2345,1319,1579081446
169800,,1581,1579080172
169799,3196,1797,1579079443
169798,,1863,1579078921
169797,,1658,1579078860
169796,,1597,1579078753
169795,3010,1693,1579078002
169794,2808,1580,1579077581
169793,2644,1487,1579077076
169792,2308,1298,1579076705
169791,3376,1899,1579076348
169790,3298,1855,1579075736
169789,3151,1772,1579075649
169788,2399,1349,1579075459
169787,2112,1188,1579075152
169786,2349,1321,1579073946
169785,2280,1282,1579073542
169784,2440,1372,1579072864
169783,2826,1590,1579072641
169782,2964,1667,1579072628
169781,2942,1655,1579071879
169780,2117,1190,1579071807
169779,2810,1580,1579071710
169778,3203,1801,1579070673
169777,3298,1855,1579070521
169776,2878,1619,1579070420
169775,3893,2190,1579070363
169774,3700,2081,1579069814
169773,3421,1924,1579069547
169772,1853,1042,1579069382
169771,2277,1281,1579069329
169770,3068,1725,1579066874
169769,3200,1800,1579066461
169768,2771,1558,1579066426
169767,2141,1204,1579066378
169766,2479,1394,1579065731
169765,3545,1994,1579065000
169764,3275,1842,1579064820
169763,2913,1638,1579064673
169762,1776,999,1579064523
169761,1381,777,1579064157
169760,2399,1349,1579061691
169759,,1318,1579061115
169758,2434,1369,1579061001
169757,,1107,1579060732
169756,2319,1304,1579060696
169755,2611,1469,1579059720
169754,2845,1600,1579059571
169753,3609,2030,1579059477
169752,3599,2024,1579059141
169751,3709,2086,1579059036
169750,3396,1910,1579058933
169749,3086,1736,1579058679
169748,1680,945,1579057720
169747,,1471,1579057415
169746,2752,1548,1579055803
169745,2753,1549,1579055643
169744,2360,1327,1579055374
169743,2539,1428,1579055244
169742,3593,2021,1579054484
169741,3500,1968,1579054344
169740,3339,1878,1579054323
169739,2061,1159,1579054318
169738,2282,1283,1579054316
169737,,1611,1579052462
169736,,1909,1579052301
169735,,1913,1579052251
169734,,1755,1579052105
169733,2356,1325,1579051966
169732,2060,1159,1579051369
169731,2287,1286,1579050442
169730,,1991,1579049779
169729,,1811,1579049708
169728,,1599,1579049630
169727,,936,1579049605
169726,2040,1147,1579049570
169725,,1035,1579047243
169724,,1261,1579047126
169723,,1422,1579046617
169722,2759,1552,1579046417
169721,3476,1955,1579046142
169720,3630,2042,1579046042
169719,3645,2050,1579045965
169718,3388,1905,1579045921
169717,3941,2217,1579045895
169716,3684,2072,1579045021
169715,3362,1891,1579044821
169714,2952,1660,1579044659
169713,,1403,1579044168
169712,,1166,1579042356
169711,1668,938,1579040762
169710,,658,1579039968
169709,,658,1579039860
169708,1170,658,1579038313
169707,,658,1579037283
169706,,856,1579037260
169705,1887,1061,1579037195
169704,,1219,1579037091
169703,2375,1336,1579036829
169702,,1851,1579036584
169701,,1881,1579036524
169700,,1905,1579036357
169699,,1533,1579036328
169698,3716,2090,1579036307
169697,3483,1959,1579035260
169696,3348,1883,1579035215
169695,3028,1703,1579035030
169694,2661,1497,1579034955
169693,1193,671,1579033295
169692,1591,895,1579033090
169691,1881,1058,1579030622
169690,2383,1340,1579030500
169689,2708,1523,1579030343
169688,,1482,1579030122
169687,,1389,1579029818
169686,,1349,1579029601
169685,,1528,1579029107
169684,,1862,1579028511
169683,,1997,1579028510
169682,,1996,1579028332
169681,,1783,1579028156
169680,,1639,1579027850
169679,,1924,1579027239
169678,,1971,1579026716
169677,,1789,1579026276
169676,,1488,1579026115
169675,2263,1273,1579025862
169674,2534,1425,1579024749
169673,2699,1518,1579023941
169672,3483,1959,1579023918
169671,3680,2070,1579023680
169670,3544,1993,1579023569
169669,3127,1759,1579023310
169668,2705,1521,1579023125
169667,2697,1517,1579022329
169666,2600,1462,1579021396
169665,2129,1197,1579020946
169664,,1215,1579020500
169663,,1525,1579019997
169662,,1906,1579019536
169661,,1837,1579019357
169660,3006,1691,1579019323
169659,,1346,1579019000
169658,2084,1172,1579018538
169657,3071,1727,1579017516
169656,,1713,1579017219
169655,,1715,1579016992
169654,2290,1288,1579016622
169653,2490,1400,1579016601
169652,3662,2060,1579015554
169651,3412,1919,1579015449
169650,3106,1747,1579015413
169649,1590,894,1579015124
169648,1835,1032,1579014875
169647,2508,1411,1579012620
169646,2928,1647,1579012226
169645,3029,1703,1579012114
169644,2791,1570,1579012115
169643,2608,1467,1579011656
169642,2167,1219,1579011216
169641,,1351,1579010773
169640,,1838,1579009963
169639,3373,1897,1579009932
169638,,1889,1579009776
169637,,1677,1579009649
169636,,2062,1579009580
169635,,2218,1579008717
169634,,2092,1579008669
169633,,1793,1579008643
169632,,1319,1579008191
169631,3410,1918,1579007461
169630,,1732,1579006390
169629,,1530,1579005980
169628,1904,1071,1579005924
169627,1191,670,1579005704
169626,1715,964,1579002798
169625,2044,1150,1579001687
169624,2312,1300,1579001629
169623,2540,1429,1579001475
169622,3482,1959,1579001365
169621,3384,1904,1579001218
169620,3453,1942,1579001202
169619,2889,1625,1579000964
169618,2950,1659,1579000775
169617,,1227,1578999714
169616,2100,1181,1578999424
169615,,1506,1578998429
